Source,AlertTime,AlertDescription,AlertClass,AlertType,AlertManager
UKPRDPAYROLWEB02,6/25/2021 05:38:36,Memory Utilization is  79% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVEMPRECAPP01,6/25/2021 06:32:37,CPU Utilization is  81% in Critical State on UKDEVEMPRECAPP01,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVEMPRECWEB02,6/25/2021 07:59:47,CPU Utilization is  92% in Critical State on USDEVEMPRECWEB02,OperatingSystem,Server,PlatformMonitoring-Tool
dummy.uk-x6.global.com,6/25/2021 08:17:53,Interface Utilization is  80% in Warning State on 172.28.176.195,network performance,network ,network-monitoring-tool
UKPRDGLB-HRDBA01,6/25/2021 08:54:20,CPU Utilization is  92% in Critical State on UKPRDGLB-HRDBA01,OperatingSystem,Server,PlatformMonitoring-Tool
dummy.uk-x3.global.com,6/25/2021 08:55:39,Interface Utilization is  76% in Warning State on 172.28.176.192,network performance,network ,network-monitoring-tool
dummy.au-x1.global.com,6/25/2021 10:31:40,Interface Utilization is  73% in Warning State on 145.29.175.172,network performance,network ,network-monitoring-tool
USPRDEMPRECDBA01,6/25/2021 10:58:41,CPU Utilization is  99% in Critical State on USPRDEMPRECDBA01,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLDBA02,6/25/2021 12:39:48,CPU Utilization is  100% in Critical State on USPRDPAYROLDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLAPP01,6/25/2021 16:14:06,Memory Utilization is  73% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
dummy.us-x5.global.com,6/25/2021 16:31:40,Interface Utilization is  75% in Warning State on 10.10.10.5,network performance,network ,network-monitoring-tool
AUPRDEMPRECWEB01,6/25/2021 17:16:31,CPU Utilization is  91% in Critical State on AUPRDEMPRECWEB01,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDEMPRECAPP03,6/25/2021 17:18:18,CPU Utilization is  99% in Critical State on UKPRDEMPRECAPP03,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDGLB-HRAPP02,6/25/2021 19:04:46,Memory Utilization is  72% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDEMPRECWEB01,6/25/2021 19:10:58,Memory Utilization is  75% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVPAYROLWEB01,6/25/2021 20:55:29,Memory Utilization is  74% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLDBA01,6/25/2021 23:21:18,Memory Utilization is  78% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLAPP03,6/26/2021 06:13:38,CPU Utilization is  99% in Critical State on AUPRDPAYROLAPP03,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDEMPRECWEB01,6/26/2021 06:57:40,Memory Utilization is  80% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDGLB-HRAPP03,6/26/2021 06:58:03,CPU Utilization is  91% in Critical State on USPRDGLB-HRAPP03,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDGLB-HRDBA02,6/26/2021 09:38:11,Memory Utilization is  70% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
dummy.uk-x2.global.com,6/26/2021 10:31:31,Interface Utilization is  79% in Warning State on 172.28.176.191,network performance,network ,network-monitoring-tool
USPRDPAYROLWEB01,6/26/2021 14:02:30,Memory Utilization is  73% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVPAYROLWEB02,6/26/2021 14:32:25,CPU Utilization is  81% in Critical State on USDEVPAYROLWEB02,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVEMPRECAPP01,6/26/2021 15:14:31,Memory Utilization is  71% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVEMPRECWEB02,6/26/2021 18:02:16,CPU Utilization is  88% in Critical State on UKDEVEMPRECWEB02,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDEMPRECDBA01,6/26/2021 18:11:02,CPU Utilization is  91% in Critical State on AUPRDEMPRECDBA01,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVGLB-HRDBA02,6/26/2021 21:07:38,Memory Utilization is  70% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLWEB03,6/26/2021 21:26:49,CPU Utilization is  92% in Critical State on AUPRDPAYROLWEB03,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLAPP01,6/26/2021 21:49:51,Memory Utilization is  80% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLAPP03,6/26/2021 21:52:45,Memory Utilization is  79% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVGLB-HRWEB02,6/26/2021 23:06:55,CPU Utilization is  94% in Critical State on UKDEVGLB-HRWEB02,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDGLB-HRAPP01,6/27/2021 02:14:11,Memory Utilization is  71% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDEMPRECDBA01,6/27/2021 04:00:18,Memory Utilization is  72% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDEMPRECAPP01,6/27/2021 06:07:42,Memory Utilization is  75% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDEMPRECWEB03,6/27/2021 06:56:01,Memory Utilization is  79% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVGLB-HRWEB01,6/27/2021 07:04:38,CPU Utilization is  99% in Critical State on UKDEVGLB-HRWEB01,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDGLB-HRWEB04,6/27/2021 07:07:50,CPU Utilization is  85% in Critical State on AUPRDGLB-HRWEB04,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVGLB-HRDBA02,6/27/2021 07:16:13,Memory Utilization is  72% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDEMPRECWEB04,6/27/2021 08:40:05,Memory Utilization is  75% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVPAYROLWEB02,6/27/2021 10:15:49,Memory Utilization is  71% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
dummy.uk-x7.global.com,6/27/2021 11:51:09,Interface Utilization is  72% in Warning State on 172.28.176.196,network performance,network ,network-monitoring-tool
dummy.uk-x6.global.com,6/27/2021 12:17:31,Interface Utilization is  78% in Warning State on 172.28.176.195,network performance,network ,network-monitoring-tool
UKPRDPAYROLAPP04,6/27/2021 12:18:25,CPU Utilization is  89% in Critical State on UKPRDPAYROLAPP04,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDEMPRECWEB03,6/27/2021 18:26:19,CPU Utilization is  96% in Critical State on AUPRDEMPRECWEB03,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDEMPRECWEB02,6/27/2021 21:24:31,CPU Utilization is  95% in Critical State on AUPRDEMPRECWEB02,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLWEB03,6/27/2021 21:58:41,Memory Utilization is  77% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLWEB04,6/28/2021 01:22:04,Memory Utilization is  80% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLDBA01,6/28/2021 02:46:39,CPU Utilization is  80% in Critical State on UKPRDPAYROLDBA01,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVGLB-HRAPP02,6/28/2021 05:14:09,CPU Utilization is  95% in Critical State on UKDEVGLB-HRAPP02,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDGLB-HRAPP04,6/28/2021 05:52:53,Memory Utilization is  73% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVEMPRECWEB02,6/28/2021 07:18:10,Memory Utilization is  80% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLWEB02,6/28/2021 07:47:22,CPU Utilization is  84% in Critical State on USPRDPAYROLWEB02,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDEMPRECAPP03,6/28/2021 09:30:04,CPU Utilization is  81% in Critical State on AUPRDEMPRECAPP03,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDEMPRECAPP04,6/28/2021 11:06:19,Memory Utilization is  71% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDGLB-HRAPP03,6/28/2021 11:18:18,Memory Utilization is  71% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDEMPRECAPP04,6/28/2021 11:51:52,CPU Utilization is  90% in Critical State on UKPRDEMPRECAPP04,OperatingSystem,Server,PlatformMonitoring-Tool
dummy.au-x7.global.com,6/28/2021 13:00:54,Interface Utilization is  74% in Warning State on 145.29.175.178,network performance,network ,network-monitoring-tool
AUPRDGLB-HRAPP01,6/28/2021 13:17:31,Memory Utilization is  73% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDGLB-HRWEB04,6/28/2021 13:56:03,Memory Utilization is  79% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVGLB-HRAPP02,6/28/2021 14:42:58,Memory Utilization is  75% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLWEB04,6/28/2021 14:43:05,CPU Utilization is  94% in Critical State on UKPRDPAYROLWEB04,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDGLB-HRAPP01,6/28/2021 18:08:29,Memory Utilization is  75% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
dummy.au-x6.global.com,6/28/2021 18:11:58,Interface Utilization is  77% in Warning State on 145.29.175.177,network performance,network ,network-monitoring-tool
USPRDGLB-HRWEB02,6/28/2021 19:33:18,CPU Utilization is  88% in Critical State on USPRDGLB-HRWEB02,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDEMPRECAPP03,6/28/2021 21:35:57,Memory Utilization is  80% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLDBA02,6/28/2021 23:01:13,CPU Utilization is  92% in Critical State on AUPRDPAYROLDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLWEB02,6/29/2021 00:11:07,CPU Utilization is  83% in Critical State on AUPRDPAYROLWEB02,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVGLB-HRWEB01,6/29/2021 01:24:42,CPU Utilization is  85% in Critical State on USDEVGLB-HRWEB01,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDGLB-HRDBA02,6/29/2021 02:36:57,CPU Utilization is  86% in Critical State on USPRDGLB-HRDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDGLB-HRAPP02,6/29/2021 02:55:02,Memory Utilization is  79% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVPAYROLAPP01,6/29/2021 07:03:54,CPU Utilization is  100% in Critical State on USDEVPAYROLAPP01,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVEMPRECAPP01,6/29/2021 09:07:10,Memory Utilization is  76% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLWEB02,6/29/2021 10:26:51,Memory Utilization is  80% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDEMPRECWEB03,6/29/2021 10:40:45,Memory Utilization is  71% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLAPP03,6/29/2021 11:29:29,Memory Utilization is  70% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLWEB01,6/29/2021 12:55:55,Memory Utilization is  76% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLAPP03,6/29/2021 14:31:51,CPU Utilization is  97% in Critical State on USPRDPAYROLAPP03,OperatingSystem,Server,PlatformMonitoring-Tool
dummy.us-x2.global.com,6/29/2021 15:04:35,Interface Utilization is  78% in Warning State on 10.10.10.2,network performance,network ,network-monitoring-tool
USPRDEMPRECAPP03,6/29/2021 19:10:43,Memory Utilization is  78% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLWEB03,6/29/2021 19:25:29,Memory Utilization is  91% in Critical State on USPRDPAYROLWEB03,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLWEB02,6/29/2021 19:25:43,Memory Utilization is  83% in Critical State on AUPRDPAYROLWEB02,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLAPP03,6/29/2021 19:25:45,Memory Utilization is  97% in Critical State on USPRDPAYROLAPP03,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLAPP01,6/29/2021 19:25:45,Memory Utilization is  94% in Critical State on UKPRDPAYROLAPP01,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLWEB04,6/29/2021 19:25:47,Memory Utilization is  84% in Critical State on USPRDPAYROLWEB04,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLWEB01,6/29/2021 19:25:49,Memory Utilization is  91% in Critical State on USPRDPAYROLWEB01,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVPAYROLDBA01,6/29/2021 19:25:49,Memory Utilization is  85% in Critical State on UKDEVPAYROLDBA01,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVPAYROLDBA02,6/29/2021 19:25:51,Memory Utilization is  87% in Critical State on UKDEVPAYROLDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVPAYROLDBA01,6/29/2021 19:25:53,Memory Utilization is  90% in Critical State on USDEVPAYROLDBA01,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVPAYROLWEB01,6/29/2021 19:25:55,Memory Utilization is  88% in Critical State on USDEVPAYROLWEB01,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLAPP04,6/29/2021 19:25:56,Memory Utilization is  88% in Critical State on AUPRDPAYROLAPP04,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLAPP04,6/29/2021 19:25:58,Memory Utilization is  96% in Critical State on USPRDPAYROLAPP04,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVPAYROLAPP01,6/29/2021 19:25:58,Memory Utilization is  92% in Critical State on USDEVPAYROLAPP01,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLDBA01,6/29/2021 19:26:00,Memory Utilization is  97% in Critical State on USPRDPAYROLDBA01,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVPAYROLAPP02,6/29/2021 19:26:02,Memory Utilization is  100% in Critical State on USDEVPAYROLAPP02,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVPAYROLAPP01,6/29/2021 19:26:06,Memory Utilization is  80% in Critical State on UKDEVPAYROLAPP01,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLAPP01,6/29/2021 19:26:08,Memory Utilization is  98% in Critical State on USPRDPAYROLAPP01,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLWEB03,6/29/2021 19:26:08,Memory Utilization is  99% in Critical State on UKPRDPAYROLWEB03,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLWEB02,6/29/2021 19:26:09,Memory Utilization is  92% in Critical State on UKPRDPAYROLWEB02,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLAPP02,6/29/2021 19:26:13,Memory Utilization is  87% in Critical State on AUPRDPAYROLAPP02,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLDBA01,6/29/2021 19:26:14,Memory Utilization is  80% in Critical State on AUPRDPAYROLDBA01,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLAPP04,6/29/2021 19:26:16,Memory Utilization is  80% in Critical State on UKPRDPAYROLAPP04,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLAPP01,6/29/2021 19:26:18,Memory Utilization is  89% in Critical State on AUPRDPAYROLAPP01,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVPAYROLWEB02,6/29/2021 19:26:19,Memory Utilization is  100% in Critical State on USDEVPAYROLWEB02,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVPAYROLDBA02,6/29/2021 19:26:20,Memory Utilization is  87% in Critical State on USDEVPAYROLDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLAPP03,6/29/2021 19:26:21,Memory Utilization is  87% in Critical State on AUPRDPAYROLAPP03,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLAPP02,6/29/2021 19:26:22,Memory Utilization is  87% in Critical State on UKPRDPAYROLAPP02,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLAPP02,6/29/2021 19:26:23,Memory Utilization is  87% in Critical State on USPRDPAYROLAPP02,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLWEB01,6/29/2021 19:26:24,Memory Utilization is  87% in Critical State on UKPRDPAYROLWEB01,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVPAYROLWEB02,6/29/2021 19:26:25,Memory Utilization is  89% in Critical State on UKDEVPAYROLWEB02,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLDBA02,6/29/2021 19:26:26,Memory Utilization is  86% in Critical State on UKPRDPAYROLDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVPAYROLWEB01,6/29/2021 19:26:26,Memory Utilization is  86% in Critical State on UKDEVPAYROLWEB01,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLWEB04,6/29/2021 19:26:27,Memory Utilization is  87% in Critical State on AUPRDPAYROLWEB04,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVPAYROLAPP02,6/29/2021 19:26:27,Memory Utilization is  83% in Critical State on UKDEVPAYROLAPP02,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLWEB04,6/29/2021 19:26:27,CPU Utilization is  82% in Critical State on USPRDPAYROLWEB04,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLAPP01,6/29/2021 19:26:27,CPU Utilization is  97% in Critical State on AUPRDPAYROLAPP01,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVPAYROLDBA01,6/29/2021 19:26:27,CPU Utilization is  80% in Critical State on USDEVPAYROLDBA01,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLAPP03,6/29/2021 19:26:28,CPU Utilization is  86% in Critical State on UKPRDPAYROLAPP03,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLWEB02,6/29/2021 19:26:30,CPU Utilization is  83% in Critical State on AUPRDPAYROLWEB02,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVPAYROLWEB02,6/29/2021 19:26:30,CPU Utilization is  95% in Critical State on UKDEVPAYROLWEB02,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLDBA02,6/29/2021 19:26:31,Memory Utilization is  90% in Critical State on USPRDPAYROLDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVPAYROLDBA01,6/29/2021 19:26:31,CPU Utilization is  99% in Critical State on UKDEVPAYROLDBA01,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLWEB01,6/29/2021 19:26:32,Memory Utilization is  80% in Critical State on AUPRDPAYROLWEB01,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLAPP03,6/29/2021 19:26:33,Memory Utilization is  93% in Critical State on UKPRDPAYROLAPP03,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLWEB04,6/29/2021 19:26:33,CPU Utilization is  91% in Critical State on UKPRDPAYROLWEB04,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLDBA02,6/29/2021 19:26:33,CPU Utilization is  87% in Critical State on AUPRDPAYROLDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLDBA02,6/29/2021 19:26:34,Memory Utilization is  91% in Critical State on AUPRDPAYROLDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLWEB04,6/29/2021 19:26:35,Memory Utilization is  98% in Critical State on UKPRDPAYROLWEB04,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLAPP01,6/29/2021 19:26:36,CPU Utilization is  89% in Critical State on USPRDPAYROLAPP01,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLDBA02,6/29/2021 19:26:36,CPU Utilization is  86% in Critical State on USPRDPAYROLDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLWEB03,6/29/2021 19:26:37,Memory Utilization is  92% in Critical State on AUPRDPAYROLWEB03,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLDBA01,6/29/2021 19:26:38,Memory Utilization is  87% in Critical State on UKPRDPAYROLDBA01,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLAPP03,6/29/2021 19:26:38,CPU Utilization is  82% in Critical State on AUPRDPAYROLAPP03,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVPAYROLDBA02,6/29/2021 19:26:40,CPU Utilization is  98% in Critical State on USDEVPAYROLDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLAPP01,6/29/2021 19:26:41,CPU Utilization is  99% in Critical State on UKPRDPAYROLAPP01,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVPAYROLAPP02,6/29/2021 19:26:41,CPU Utilization is  99% in Critical State on UKDEVPAYROLAPP02,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVPAYROLWEB01,6/29/2021 19:26:43,CPU Utilization is  91% in Critical State on UKDEVPAYROLWEB01,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLDBA02,6/29/2021 19:26:44,CPU Utilization is  90% in Critical State on UKPRDPAYROLDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLAPP02,6/29/2021 19:26:45,CPU Utilization is  100% in Critical State on UKPRDPAYROLAPP02,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLAPP03,6/29/2021 19:26:46,CPU Utilization is  96% in Critical State on USPRDPAYROLAPP03,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLAPP04,6/29/2021 19:26:46,CPU Utilization is  100% in Critical State on UKPRDPAYROLAPP04,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLAPP02,6/29/2021 19:26:51,CPU Utilization is  99% in Critical State on USPRDPAYROLAPP02,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLDBA01,6/29/2021 19:26:51,CPU Utilization is  90% in Critical State on AUPRDPAYROLDBA01,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLWEB02,6/29/2021 19:26:56,CPU Utilization is  87% in Critical State on USPRDPAYROLWEB02,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLWEB03,6/29/2021 19:27:00,CPU Utilization is  94% in Critical State on USPRDPAYROLWEB03,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLWEB03,6/29/2021 19:27:00,CPU Utilization is  98% in Critical State on UKPRDPAYROLWEB03,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLWEB01,6/29/2021 19:27:02,CPU Utilization is  88% in Critical State on USPRDPAYROLWEB01,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVPAYROLDBA02,6/29/2021 19:27:02,CPU Utilization is  83% in Critical State on UKDEVPAYROLDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLWEB02,6/29/2021 19:27:04,CPU Utilization is  95% in Critical State on UKPRDPAYROLWEB02,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLWEB01,6/29/2021 19:27:05,CPU Utilization is  87% in Critical State on AUPRDPAYROLWEB01,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLWEB04,6/29/2021 19:27:05,CPU Utilization is  99% in Critical State on AUPRDPAYROLWEB04,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVPAYROLWEB02,6/29/2021 19:27:05,CPU Utilization is  89% in Critical State on USDEVPAYROLWEB02,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLAPP04,6/29/2021 19:27:08,CPU Utilization is  86% in Critical State on USPRDPAYROLAPP04,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLDBA01,6/29/2021 19:27:12,CPU Utilization is  87% in Critical State on USPRDPAYROLDBA01,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVPAYROLAPP01,6/29/2021 19:27:13,CPU Utilization is  99% in Critical State on USDEVPAYROLAPP01,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLAPP02,6/29/2021 19:27:16,CPU Utilization is  96% in Critical State on AUPRDPAYROLAPP02,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLWEB02,6/29/2021 19:27:17,Memory Utilization is  92% in Critical State on USPRDPAYROLWEB02,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLDBA01,6/29/2021 19:27:17,CPU Utilization is  95% in Critical State on UKPRDPAYROLDBA01,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLAPP04,6/29/2021 19:27:19,CPU Utilization is  90% in Critical State on AUPRDPAYROLAPP04,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVPAYROLAPP01,6/29/2021 19:27:19,CPU Utilization is  86% in Critical State on UKDEVPAYROLAPP01,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVPAYROLAPP02,6/29/2021 19:27:20,CPU Utilization is  93% in Critical State on USDEVPAYROLAPP02,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVPAYROLWEB01,6/29/2021 19:27:21,CPU Utilization is  81% in Critical State on USDEVPAYROLWEB01,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLWEB01,6/29/2021 19:27:23,CPU Utilization is  84% in Critical State on UKPRDPAYROLWEB01,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLWEB03,6/29/2021 19:27:24,CPU Utilization is  93% in Critical State on AUPRDPAYROLWEB03,OperatingSystem,Server,PlatformMonitoring-Tool
Payroll_SAP_GTS,6/29/2021 19:31:41, TCP connect time is high when accessing web page EMP_TSMS. This is affecting Client Session Simulation  Payroll_SAP_GTS,Transaction Monitoring,APPLICATION,apm-tool
Payroll_SAP_GTS,6/29/2021 19:31:56, Server response time is high for web page Employee_LMS. This is affecting Client Session Simulation Payroll_SAP_GTS,Transaction Monitoring,APPLICATION,apm-tool
Payroll_SAP_GTS,6/29/2021 19:32:07, Simulated transaction SAP_GTS_T01 failed for Client Session Simulation Payroll_SAP_GTS,Transaction Monitoring,APPLICATION,apm-tool
Payroll_SAP_GTS,6/29/2021 19:32:57, Synthetic monitoring failed for Client Session Simulation Payroll_SAP_GTS,Transaction Monitoring,APPLICATION,apm-tool
AUPRDGLB-HRAPP04,6/29/2021 19:34:53,CPU Utilization is  98% in Critical State on AUPRDGLB-HRAPP04,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVPAYROLWEB01,6/29/2021 20:47:36,CPU Utilization is  86% in Critical State on UKDEVPAYROLWEB01,OperatingSystem,Server,PlatformMonitoring-Tool
